protein	a1	a2	a3	a4	b1	b2	b3	b4	c1	c2	c3	c4	d1	d2	d3	d4	e1	e2	e3	e4
P07395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.549745509103783	23.79248229471546	NA	NA	NA	NA	NA	NA
P07437;A6NNZ2	32.36217137072467	32.44939495128117	32.49889164048295	32.368620006665715	32.48523033758139	32.55172493298012	32.47374153510367	32.359983368081906	32.495487576718034	32.50349441101109	32.43164087889785	32.46271037423161	32.575485562971615	32.533243568256026	32.539106643827964	32.3953396797002	32.5423939037718	32.515556572742945	32.4743955969646	32.33785357032131
P07602	30.391279646084612	30.413597338548385	30.33939369555089	30.389360781450662	30.315670636548752	30.37680384491626	30.243675290330117	30.275370967849945	30.40672229198379	30.437455593931787	30.370569915745	30.32355907020355	30.348344591084228	30.462716476860663	30.214835940581622	30.245120464827593	30.256166659703766	30.27411782499361	30.270446186262696	30.262354712291454
P07650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.661523991283588	NA	24.777391552556477	24.86750162380575	25.342458806489997	25.346574621191387	25.044241009058815	25.319590633405085
P07686	27.43685504310435	27.475641669168724	27.269721434065264	27.411437662364495	27.43228775783847	27.34506003097413	27.220535481312886	27.289087047844074	27.475572094351488	27.457760306929934	27.381922547696398	27.353469828770827	27.395938301843152	27.42206366074382	27.327737307810786	27.337423218350484	27.49893384188096	27.342826257047037	27.370361040604195	27.280025536521443
P07737;CON__P02584	32.51071649103278	32.56179770340852	32.51252315065243	32.489295648480784	32.53817666933865	32.55824700215076	32.47451685551463	32.52584411084625	32.60116352340552	32.561573347926696	32.536438667854185	32.427915754377956	32.626388115553056	32.565305038490436	32.49156449822425	32.495658917616076	32.540996503656345	32.591838894088205	32.4856440559229	32.48555204924949
P07741	29.365783475838047	29.342812817905422	29.32137073153891	29.34218007191898	29.332894596283523	29.319313866154296	29.294416176773062	29.328377210590862	29.305719748968457	29.40606698873454	29.32398473999027	29.17217771469826	29.26182810378644	29.38968696012871	29.278539105964864	29.23078729077765	29.251271855665617	29.275950201838306	29.2770444863752	29.12628677776708
P07814	30.42063019708757	30.437592819617365	30.572815122541137	30.431352053590444	30.460721891452017	30.4313235018275	30.516051117372392	30.442094183361988	30.491373106228508	30.461767659980843	30.442694151111994	30.42335303666374	30.44638060015258	30.43196282345589	30.458852696027016	30.461063546705745	30.448444615381412	30.440324538189813	30.49267342801081	30.4165060129271
P07858	27.46078038166848	27.464759583557033	27.441138842958214	27.388359039436878	27.428448612715588	27.41548117869241	27.45960487767358	27.40834757602901	27.498713525070418	27.456742035284027	27.525678811922983	27.50565002227636	27.37539211885137	27.364277796100986	27.380443191487306	27.46808878934557	27.48368482728586	27.409171735684765	27.244076743768108	27.270258259364446
P07900;Q14568;Q58FG1	31.9354150061067	31.827793093382546	31.97925290748467	31.93029727551982	31.828816845305354	31.823186570083706	32.01044177963558	31.95305439857593	31.835362351364793	31.815073569380488	31.81499127460517	31.953589589852378	31.782072759117995	31.784025898953878	31.94024381191442	31.917868792580897	31.82050451455555	31.758358828777006	31.97033438486337	31.905434438393655
P07910;P0DMR1;O60812;B7ZW38;B2RXH8	30.94668297444536	30.94357159350696	30.97912287052565	30.96838780908478	30.8849602069403	30.941089197283823	30.959426848709867	30.96982676229448	30.995811129945018	30.93547629243656	30.90341155394028	30.927341458852332	30.97393114694119	30.883031831010584	30.976925661869245	30.942872550365585	30.94293402257577	30.925899099223365	30.930280002776506	30.92266902231735
P07913	24.969815877646337	25.097491870563566	24.715707649060136	24.977193706460124	25.696651728491112	25.58309919232625	25.621513348851206	25.354456494711165	26.248459854632053	25.967643467776934	25.948020769725556	25.66256882297942	26.502237193638013	26.402075851080955	26.31326927277815	26.265259689029712	26.643164907831345	26.75542740690523	26.339886024079867	26.656628598968446
P07942	25.879906479493773	25.95135897063537	26.233391824388	25.395947072836513	26.273906599396387	26.11328481643728	26.148326400212184	26.004745530017985	26.041200689491195	26.267772774988813	25.694484485925976	25.855309200657018	25.78551401240964	25.710109783559467	25.66993308653333	25.92051716696221	25.88006995709724	25.804332573910695	25.630198576346356	25.61075006605148
P07951	30.737392448989816	30.695580731447585	30.69881987391515	30.725221270485918	30.68103044396205	30.715608133661462	30.62460203382159	30.71869539445649	30.661638767658452	30.61189552503285	30.661751650737344	30.724726344748795	30.637215394780696	30.670224471083422	30.68089155896422	30.685735499031367	30.64900977873031	30.636778160253783	30.65911424304695	30.721395403905063
P07954	28.790353019321007	28.84012118472145	28.752484812254117	28.753001671638057	28.736232911756723	28.760828214894723	28.863645751229623	28.780291043642702	28.707003842648124	28.748615205760355	28.634128004854677	28.860398580656778	28.75173859218031	28.729669627676145	28.751054563999887	28.760789959541725	28.73786337637826	28.811994309668275	28.800530379953884	28.695740144602528
P08133	25.26731811757908	25.26559752697729	25.171752343245295	25.420935603487845	25.52163646921513	25.4193896750761	24.856638257980862	25.401538449110497	25.349115121485283	25.351407555584103	24.954319534522106	25.36713521787723	25.369314967229847	25.589976904069474	25.351510121542855	25.27866640362523	25.389516656816085	25.16536183607532	25.236577693395166	25.222432227487264
P08134;P61586	27.98822290271302	28.088739317713124	27.856157460647673	27.98464708711056	28.003886780623862	27.877687100574875	27.94145794662342	28.077332817813854	28.06988195983498	28.10171358661813	28.038971965060984	27.96235372986018	28.052428993545984	28.07710011512788	28.10474493963258	27.743050153748563	28.06722868289948	28.01425497364421	28.034524757636824	27.92987147412314
P08178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.380164763774534	25.392136386553734	24.881822719268555	NA	25.587100989533642	25.500166061203224	NA	25.769932095130674
P08195	29.56171510670054	29.52697913796613	29.598641054314072	29.582943134836057	29.476269249722343	29.424481820060734	29.709070422253262	29.630052343452327	29.383552469515415	29.406594415603326	29.408797591017535	29.594250845107716	29.404468781696462	29.41659414917046	29.614019812487122	29.579295569387277	29.387913647874218	29.409361940775067	29.651126260483863	29.61953310939662
P08200	28.845800928656313	28.743453215264392	28.737218379353454	28.748477483884457	29.28421766768993	29.286503894627007	29.364555083155008	29.374016675940915	29.678064958250232	29.68441940763484	29.683283670823563	29.83600818345611	30.001897250645257	30.085391563449342	30.02919064156052	30.095585736378446	30.40513598981076	30.329777145548917	30.392011669748236	30.417445573390715
P08237	25.160803172204965	24.799434730808265	24.90239017339049	25.238171227817848	24.329798079728153	24.67155155124021	24.947427353465986	25.33359740881246	24.911155561911038	24.912401929867908	25.170942615142092	25.080217978869445	24.900202837120915	24.91882155989975	25.063481349493298	25.348343774522743	25.01407235524855	24.43349931201787	25.073586422945173	25.07601675923523
P08238;Q58FF7	34.9980207439629	34.953227112851984	35.03696282801589	35.02496628202403	34.980936031779784	34.94218534227209	35.05343021287287	35.04846033107464	34.93128235648839	34.94342306633696	34.93523354403747	35.035609282303334	34.900833047853844	34.91249311679314	35.026012374228415	35.01570515719725	34.90006983438481	34.91662724232868	35.02080459551763	35.037266462228445
P08240	27.092338536934022	27.21842729776998	27.05782333827966	27.036572253539052	27.254034937150276	27.193632237690004	27.0775271093458	27.012092312434923	27.057198164900427	27.20771221624704	27.175132643785275	27.152923524725303	27.100228808230387	27.099909793590193	27.190363860101108	27.024715856065217	27.054640861531123	27.255617887661344	27.186124761693726	27.05358679803744
P08243	28.63749259645403	28.633989683490743	28.678461806503023	28.727879098463205	28.66157167467729	28.678303439089326	28.798189541582623	28.729464090783832	28.72771524836728	28.68441940763484	28.7618533788558	28.723894768517894	28.641506097706632	28.751883854731368	28.637158169906275	28.685531762117492	28.768096818279325	28.71267100922404	28.68595764596004	28.709000019234562
P08312	25.689016507168503	25.38746837094098	24.943193067656363	24.612466064269952	26.14235681243175	25.54701344201571	24.977524784450683	25.743599669694785	25.459000409786995	25.67930459156059	25.75060855169163	26.13974102284204	25.549176558095926	26.096992102451228	25.747830460583653	25.312483897916067	25.94488840013517	27.034510048227634	26.42370112244562	26.83486055755445
P08397	NA	NA	23.990036295469494	24.151209804541534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.256418028253442	24.136256117310058	NA	NA	NA	NA
P08506	26.639907703088888	26.43796507998349	26.554674320540396	26.533729185425575	27.097154124151835	27.13898819217427	26.8084825812219	26.986532917724954	27.519686710635952	27.557290760407938	27.44735012822562	27.468830265026348	27.81245304507173	27.9209958084679	27.603635660583134	27.710377986562392	28.323991872533202	28.34649515794106	28.023371111741024	28.13768349696969
P08559;P29803	26.578179435872013	26.76147325243057	26.75509965782477	26.5978039082533	26.59714397383716	26.743632449478103	26.61162315970048	26.845369801061583	26.802776149550308	26.969841358270415	26.60610746881026	26.698257152035918	26.758230795742065	26.9065754518757	26.456653571059853	26.63508032244946	26.751126859225334	26.802660182129355	26.54208775791186	26.59030640887729
P08574	28.178925752849395	28.13278677960433	28.186163155025742	28.210281346098284	28.078426916082933	27.92472270442915	28.25227161967767	28.214349610782513	27.991562852487018	28.05620567282419	27.99055321631402	28.202085085408292	28.00604920833931	27.941071220338014	28.278830697715346	28.251763914880293	28.03779373963677	27.970638767206022	28.058238458611733	28.198416629843823
P08621	28.96072468940706	28.79316677991523	28.963616759892645	28.97998671919932	28.7318211424719	28.742206031335602	28.98861454790165	28.99894669681905	28.74970458024552	28.766805354892767	28.868067829286982	28.967625341721412	28.827472203339138	28.797686523785003	28.966492216347042	28.9456541151771	28.708219777497966	28.63046470299892	28.940140334034393	28.8286269801052
P08622	NA	NA	NA	NA	24.53248054597186	24.77814317807936	23.687197626205982	NA	24.544532468303906	24.472638803465493	25.461488263740208	23.92443188944091	25.556853425436508	24.98943915232965	25.70718255027507	25.386211782291166	25.675876358172978	25.167202621077102	25.90442455034419	25.60413393304549
P08648	26.932908009973303	26.960085515661937	26.991089063773035	26.7841305166351	26.651658967802984	26.798952998780596	26.920313159653045	27.085862563535468	26.921547441941236	26.911464602713263	26.986129526958106	27.01885643128095	26.838604212206086	26.69920353805519	26.899107460956166	27.01696404316569	26.83455185798764	26.95959767984052	26.756236341970634	26.812813092529428
P08651	24.060962048223725	NA	23.558550548808185	NA	NA	NA	NA	NA	23.782746172176047	23.50330949600258	NA	NA	NA	NA	NA	NA	23.608193354620642	NA	23.81410983652457	NA
P08670;P41219;P17661;Q16352;P07196;P12036	36.66564836552644	36.55704119517249	36.643637298232576	36.66932792684146	36.588113100757504	36.58453087907096	36.645881750585424	36.66028649480527	36.58655429455351	36.57172152940839	36.5888748223471	36.65871881475626	36.601308029797075	36.57757578923496	36.66475699457489	36.67475968340268	36.57784512161567	36.56055219439051	36.65149918985969	36.642223293824365
P08708	28.795140054237336	28.71120744016417	28.749987165829534	28.622804644118986	28.649944135417492	28.66578482146218	28.66650881240587	28.70003639471563	28.640882675748752	28.7195217608685	28.6789758293401	28.813407389914058	28.668951053642637	28.715840230040605	28.726170054431257	28.893071166335233	28.70601991805579	28.664541888867763	28.712106404089006	28.516023585232325
P08727;CON__P08727;CON__P19001;CON__Q8N1A0;CON__Q14525;CON__Q9UE12;CON__Q15323;CON__A2A5Y0;CON__Q92764;CON__Q14532;CON__A2AB72;CON__O76015;CON__O76014;CON__REFSEQ:XP_986630;Q8N1A0;Q14525;Q15323;Q14532;O76014;Q92764;O76015	33.6219168407427	33.562303846567396	33.58849907375002	33.60961278339207	33.492706432644596	33.48131864088757	33.56604434037974	33.59008502598452	33.47356049098502	33.49972029897791	33.496676838978814	33.61689863906163	33.46842365775592	33.469583859550866	33.529831095438944	33.56727894857538	33.45198711490412	33.46531521706751	33.57808257727265	33.556475763719185
P08758	31.858313737963556	31.84778843090453	31.852598592250047	31.818406027997682	31.808463661541758	31.83192997669984	31.873754516381922	31.901181385364836	31.878497684288888	31.878414738558426	31.820024852756987	31.857063675234343	31.79874097268923	31.76897657848717	31.843746087154727	31.856565649929074	31.796999311262454	31.761259468910332	31.859065320316475	31.853925784646187
P08839	26.330322647804856	26.33690247324919	26.134386870841322	26.29672856397131	26.802263449267915	26.863820226014955	26.715381127512764	26.832740901392402	27.205685788944074	27.142277621307755	27.308670101175785	27.22476125374116	27.46360498620264	27.640086838190935	27.41628120916681	27.509344817283083	27.774540660814168	27.7621285249399	27.801362845656715	27.72129395688069
P08865	31.39906412281477	31.561643624586125	31.380686985198203	31.433496050181922	31.62996478772355	31.478346829510677	31.419212399614842	31.497311619589027	31.538181079302575	31.562324567836995	31.471989960127345	31.378054689735173	31.52833454593342	31.477850908158466	31.390493590121743	31.315877300340233	31.501433321037545	31.51066461809811	31.32295283353004	31.318815325438223
P08997	25.29256847068132	25.360480928695033	25.17738525167806	25.679593717539706	25.990260179952557	26.08133050502268	25.79965419453638	NA	26.23119366703117	26.328296207669485	26.25524074540414	26.236131746970454	26.57195302503738	26.593859159959287	26.497885840096906	26.55663072828734	27.155523041430556	27.098297215924422	26.932824464925012	26.90000706686657
P09001	24.0458726198062	NA	25.07503846887904	24.727375885841383	NA	NA	25.236295782581067	24.319894068137845	25.19267584810437	25.33062407431555	25.076569972478858	NA	24.62896397275076	25.028828561560008	24.734024162493718	24.779269262940247	23.85539528641859	NA	23.422103305901068	NA
P09012	28.119334215542708	28.038099278370257	28.11162883292795	28.024536505957922	28.11870775802736	27.88729800521023	28.05689333285206	28.089190925039254	28.072343897362277	28.0664604375955	28.079013287489786	28.02527655551661	28.000200251976178	28.085728451006112	28.041536761424435	28.09389798475113	28.094551762090845	27.829378110964253	28.108672384197554	28.090237566853148
P09104	27.75706217166213	25.193605621708954	27.215734833613986	26.86768747495141	27.216543922365858	27.22855226731581	27.24612089150736	26.984186724799567	25.202186711690125	24.992719279242465	26.911944690332373	28.78779674623502	27.142133669777458	27.14676187076771	27.44118515505569	27.02106046761363	24.931652035649982	25.252530216352966	25.06136391019202	27.30271261019145
P09110	24.630063177444356	25.0391519563016	24.222658387819667	24.25706061124264	25.157014024193327	24.778835925059763	24.810984881734303	24.88118572984686	24.955441319829216	24.93160818064377	24.799784301181557	24.490252461294123	24.808141920068085	25.024163415891447	25.065812507408527	24.963520710468888	24.84873017766753	25.260424497308943	24.287521114254556	24.75695250786081
P09127	25.097470148202405	25.02626467573731	25.09333912202099	25.09837727917741	25.58066194820708	25.530096565241784	25.34826064491806	25.587876010050294	26.120006641230738	25.919492138867202	26.02908820662769	25.942284265156076	26.4977902858826	26.606180844508838	26.51369152470877	26.068498131654632	26.885984994360385	26.975100183487474	27.016824773084547	26.563862450460338
P09169	25.35363254240019	25.28623994652677	25.309053929646286	25.237054401642414	26.033362041367088	25.7305709970221	25.833429619840906	25.952461262237286	26.607958484009558	26.342682369107965	26.574879395672546	26.377440999268604	26.84666876040965	26.58225437694265	26.696691344319962	26.845445843290708	26.880874658265757	27.02912910520536	27.185634366012437	26.926414090823332
P09211	30.958261328049154	31.140399963714202	31.040542379643007	31.03635910327212	31.04811177426248	31.014744363675575	31.123716578235445	31.115861601860175	31.05730173610123	31.042004870318095	31.046597637820412	31.03241911495494	31.056517258658282	31.007928897377127	31.035244148942198	31.030769842690724	31.055613064433246	31.055038603482494	30.990268068055727	31.005743786675133
P09372;REV__Q9H3Y0	26.140516780437267	26.35377648324069	25.997862050740974	26.023595607957187	26.803352869579616	26.888903165558002	26.75762648729984	26.803884841293492	27.384481489056828	27.293744695782905	27.35549036983806	27.099414776980094	27.647533689719694	27.541740426124555	27.52321971543248	27.530748937689825	28.015205545106287	27.813623986288967	27.893427588866064	27.996775480353996
P09373	NA	NA	NA	NA	23.55823589021724	23.779281086814148	NA	NA	NA	24.210298608941816	24.009222863996467	24.06282700529284	24.438632760646612	24.016223985191257	24.086830116800712	NA	24.834149025262708	24.70543961210957	NA	24.410415371323193
P09382	32.13702544661715	32.13013520753834	32.14282129760307	32.17311578273462	32.26769316903432	32.20939816701185	31.993461607423775	32.16844318340606	32.1681208633903	32.160396801524286	32.15213531664267	32.04151055419159	32.17561654359812	32.136723490995145	32.162980568797494	32.164209331234396	32.17595184175256	32.08782474428389	32.12904102803197	32.131659285260014
P09394	28.993432550470935	28.88142523171639	29.005640477938734	28.992656823847923	29.49444529446044	29.489045170646236	29.571180347807427	29.547209944112083	29.76670005265082	29.87133381461792	29.932442044907177	29.951083701860014	30.158202313321084	30.134188850594093	30.211667373309332	30.324789434934864	30.561507796487625	30.55011045486846	30.60366068931512	30.590891378812394
P09424	NA	NA	NA	NA	NA	NA	NA	NA	22.978332270283005	NA	NA	22.845901408964803	NA	NA	NA	NA	NA	NA	NA	NA
P09429;B2RPK0	31.24307884050826	31.10125965383716	31.268966377506864	31.330088656436132	31.129811381574314	31.085883630526496	31.192901545900035	31.253287628917228	31.064984077103162	31.0184420826534	31.003338168406025	31.30906384925664	31.066622136294676	31.032468116291184	31.30227809481906	31.28472044030333	31.067041210345018	31.131266243553497	31.26058493774643	31.186365029414574
P09493	27.37861759791271	27.38157493558426	27.410376263644974	27.21112584620025	27.394071586439892	27.3148427662432	27.14481674249234	27.462368114421384	27.423251059221407	27.376509000248348	27.44504391511782	27.240716983471874	27.298459062081342	27.501050947555267	27.012967609227662	27.08959295905456	27.29478423033344	27.209953728081192	27.329215926324327	27.108193742626685
P09496	26.239437999427533	26.3528161568415	26.257541386180772	26.33394813426891	26.16434369395783	26.226703796485854	26.143247845623165	26.393733104430456	26.243043084517232	26.271020441729565	26.298451502627188	25.96785123156065	26.216003190457673	26.228250049522675	25.949189261164047	26.23934412686833	26.368093902020657	25.843874142624717	26.223393269751007	26.155512805557752
P09497	25.425225334019395	24.84778987507913	25.250576774361274	25.341291186776395	25.203381038194202	25.63477013831813	25.29705785673259	25.55488358455082	25.040509307098375	25.03237616912032	25.039182869971953	26.032490230580574	25.150350791898433	25.27913512311053	25.43267887290633	25.703834291055227	24.3250404633088	25.334481311384977	25.34455035869449	25.574159781423273
P09525	29.555174560862618	29.691128387121516	29.645312077452004	29.610358430819964	29.64490554577592	29.597324473462777	29.579695568965498	29.58725076573168	29.62101527383018	29.609694885415074	29.599669044820693	29.638011105197435	29.570057590014535	29.677343457670666	29.59021514482081	29.598521984122236	29.5431979997709	29.67158956376059	29.67886668388713	29.573313215112584
P09543	25.34194339607889	25.345863238884387	24.923000764320562	25.285158420033834	NA	25.14991171661597	25.280094434948417	25.199771913613404	25.3192309989378	25.4213970467939	25.40162641010993	25.45270185162973	25.41978777388133	25.155024150102527	25.12948161795409	25.11402184876613	25.156328903784086	25.208361070595668	25.276805076180025	25.131670735427655
P09551	25.454719637411458	25.628505816080633	25.705934443493952	25.507164854078855	26.465852908763814	26.31996846385001	25.93908503869443	26.023749127405605	26.75925433932049	26.43760646649275	26.928661819915895	26.8672668783185	27.0355315581809	27.20479292383421	27.138111923097526	27.08362672507057	27.334488144420426	27.300063298284257	27.51595462515525	27.517893774593354
P09601	26.85006489996504	26.917567293658777	27.075544561562875	26.88171339760589	26.99924619019098	26.91962770548975	26.804302411367388	26.915663997040323	27.09633177066452	26.857170736887067	26.984487675135423	26.957922844802077	26.853476231945756	26.920589112724464	27.071313239741826	26.861406092000824	26.657039145426097	26.88399202308834	26.704047778883695	27.019010041449004
P09622	28.16396972376758	28.116384213585857	28.057429240062127	28.15416190950047	28.173332009036066	28.05334287043625	28.057595935940093	27.941619232309733	28.172364624098186	27.87721504076035	27.90767721178304	28.167148310733793	28.012417771937432	27.88702219695121	28.087024818711193	28.0496781660146	27.97146024827951	28.31281794117599	28.13558098870543	28.208053518910965
P09651;Q32P51	31.068467637124336	31.000542300131244	31.11699283204475	30.990949737114654	31.076488187817205	31.082443204535096	31.184482961346	30.987837668729867	31.042205745510167	30.903064399197483	30.87208398354114	31.04370098863437	31.117058800593334	30.99894481442105	31.10483350169911	31.138763447422264	31.068112154100895	31.072826261563776	31.15438593812309	31.045992373050026
P09661	28.08264296925411	28.159421906107795	28.13581548065433	28.11389891143608	28.000724361468745	28.090088559221474	28.057495585017303	28.106208979933506	28.102166539957313	28.183437838808405	28.11602502323339	28.004158105154616	28.109347728836056	28.0881103326713	27.98871092184611	27.839720130314223	28.021798138029617	28.05648320903351	28.058613442008244	28.101973432440538
P09669	26.846631817419603	26.439545157543208	26.5990811325842	26.829990210403466	26.121874397350258	26.30592744224918	26.61735301987698	26.64012969310856	26.476021534476576	26.324264917068284	26.34701394621693	26.552233326105792	26.313101878562755	26.328514172996105	26.31921349245614	26.472220645786575	26.279793861735985	26.256163191399835	26.64134246078211	26.491789255041386
P09874	30.19860651569968	30.197840321865094	30.18187579662264	30.147281274248982	30.221804604189565	30.20128875536853	30.07782399072166	30.08272588990755	30.150783288132992	30.113267486209814	30.16523868351878	30.095360810186527	30.113202085651352	30.08396539883536	30.092190183385732	30.11399661601712	30.177100051979174	30.201289451650794	30.114429386193372	30.058359942616995
P09914	25.75009645423515	25.656002793855915	26.0734216762927	26.03339933127544	25.762834646520947	25.873512060607304	25.657367043347808	25.68583939246083	26.1511035818366	25.855650184688326	25.67707968462738	25.968247830584744	26.08212674374884	26.15253261896405	25.771614300266823	25.7782505903183	25.964437475312643	26.234646709474305	25.7633260257821	25.9580285653063
P09960	28.723764885389166	28.671190372185443	28.791899666035548	28.708431092214962	28.720780380718917	28.719543844046846	28.734463169039888	28.71606291429056	28.692406913995423	28.74088196575293	28.687948639504306	28.611667755435892	28.768718710323157	28.75129589287986	28.672584924331524	28.55385055282981	28.70619190292109	28.73030492463686	28.636936844189414	28.57526032387517
P09972	29.37544457185576	29.180262249389653	29.062102219441645	29.006958113071686	29.1162746359866	29.161455319600176	29.029860931453555	29.009551410307118	29.08783935767446	29.129628222685756	29.30906370062555	28.9955099105892	29.03689386393364	29.11915263932485	29.06274166881517	28.988426736998534	29.111428025084884	29.053430285308462	29.063452686404393	29.01498778291962
P0A6A3	25.895452048698978	26.088934831338698	26.066211751958967	25.70169787419826	26.55837929213981	26.705884248000697	26.561128895107718	26.394022350485514	27.051282281834446	27.159229616272007	26.922729958777666	26.855166248693408	27.35300582964699	27.324075188808465	27.30121852316419	27.26972433029294	27.747788985724704	27.625597722841736	27.599543322220708	27.50726383563919
P0A6A8	29.28294387164098	29.324186759479552	29.17289887761503	29.30712614043328	29.875711440750273	29.79762604595434	29.84051839821508	29.87753011730019	30.23205180906752	30.269861399827377	30.28567784374085	30.433661261935384	30.61494251305215	30.567927551452406	30.51028748241363	30.63150643896366	30.887896713120583	30.985442637613275	30.910532898208146	31.030041078573298
P0A6B7	25.567736218887834	25.591339718525553	25.35036984795139	25.685260351870596	26.219992742047637	26.312828377081054	26.2207326552818	26.042280129635554	26.655528753620665	26.79506279765855	26.822263182228117	26.595748933894573	26.898017344594084	26.872016096210054	26.942340958708076	26.987407855355265	27.26819172244755	27.25730953730706	27.26697343715534	27.334364477431816
P0A6E6	NA	25.17887609730892	24.93566475576808	25.071099801128668	25.996179437620697	25.585080877708034	25.624632514761092	25.763412163070367	26.39576352275009	26.339847179626293	26.256674339960323	26.16067534339538	26.3803667888932	26.414788363142907	26.839775994614797	26.75875788078475	26.81030857843476	26.77340350072424	26.921441965035662	27.077031907658178
P0A6F3	29.78433932531526	29.823356679351306	29.854797336377494	29.814236249061153	30.348589245539735	30.34301214300143	30.44053149450145	30.385840864502406	30.847915121407432	30.8269057095863	30.825690594424287	30.82810928694152	31.134880148149776	31.1062972902199	31.114982048258973	31.112734415550875	31.47422317795069	31.435818782959238	31.490640170651545	31.550111900102586
P0A6F5	30.674802584682062	30.697104549905227	30.631743280064583	30.67439794111985	31.27261798146617	31.28062022721626	31.184827540394863	31.28244061731354	31.644635708156848	31.67711537129079	31.62911029495786	31.69919489119019	31.96613570523631	31.976516267234743	31.966415629275183	31.960310343100538	32.33710587637032	32.350644565292875	32.311901289777474	32.32032310649261
P0A6F9	28.76635834993473	28.66211936305222	28.828015349588856	28.826223758714725	29.505029990316395	29.281667967782823	29.387070455942748	29.442035903249643	29.810108717489378	29.83636227460716	29.779082115624533	29.835736526422508	30.141661993930278	30.14579286029297	30.13828499260385	30.17125933366809	30.515142848963208	30.46808233287296	30.507954790779408	30.508831982577156
P0A6G7	NA	NA	NA	NA	NA	NA	NA	NA	25.19316607971156	25.55914582852619	NA	25.206200660152046	25.424269060331287	25.77502801326911	25.506124564190376	25.525917001816214	25.911936823875383	26.103572999985843	25.97897218979455	26.214593088855587
P0A6H1	24.68758445014703	NA	24.884105604057705	NA	25.177249774047866	25.07843949256224	25.261570791179494	25.16486569838972	25.277342739882926	25.443644281820102	25.423248028794315	25.359932531718876	26.06035231999748	25.808422163769258	25.987591609296754	25.883434220217968	26.160994049452647	26.16137208509231	26.62711018861188	26.08924215307687
P0A6H5	26.275035091299095	25.549814203392987	25.84582244423232	25.22284434496852	26.175997994049503	26.314074898732365	26.336994165228713	26.364380446958656	26.514385170523212	26.48892947003146	26.571908609017548	26.742466115944048	26.556257467463354	26.585908313148863	26.743988394289257	27.12908248077936	27.207281361951612	27.380310041386824	27.556421050659036	27.354563240498848
P0A6K3	23.48627292576657	23.582591051667364	23.55252256633003	23.655056570778232	24.062873971734348	23.97911625318885	23.83408588039004	23.97285006503457	24.87174689523891	24.30567891040794	24.26915340073892	24.50575627187831	24.692443592606708	25.004736699186367	24.746066457364993	24.701176231382014	25.092416438189048	25.535294284606824	25.029013386857912	25.296279883868262
P0A6K6	27.466830679091792	27.52777260042206	27.47650115159232	27.50487575834298	28.073267899034292	28.10229677695911	28.019105515477015	28.05214967466303	28.580728597811742	28.596580109674672	28.528235449274554	28.50466304497006	28.845541214403923	28.78720823660425	28.70949399093956	28.784573820305674	29.13366956850208	29.108720244762285	29.09966824192382	29.12947573195028
P0A6L0	NA	NA	NA	NA	NA	24.927525670352892	NA	25.072511953102943	NA	25.214049005471963	25.4361184031107	25.743779401004712	NA	25.064102161261594	25.126772779551114	24.878903370063103	25.43492190360756	25.707145999163167	25.508241124236438	25.392280768424435
P0A6L2	25.885337503404493	25.842094379099212	25.919427027789443	25.60596493596936	26.24965461289259	26.295556971858012	26.20744396468606	26.302314432307494	26.664531134414737	26.788851771013228	26.68235561592283	26.6444018296098	27.134967456840467	27.082148238849506	27.04359741502221	26.864649049375487	27.348042162708253	27.301248188614093	27.24388832858684	27.192671742732273
P0A6L4	NA	24.169107821917265	24.459957458402396	NA	24.095415841949126	24.503430588691614	24.654981327532123	24.098696462710915	24.88099843401622	24.484493592750923	24.490435677067783	24.609119802503674	25.39407190006993	24.834981615190628	24.794962213998392	25.170861561596286	25.386326028812586	25.459008736446464	25.169039574184122	25.48385373246374
P0A6M8	29.513059991330472	29.49767817089916	29.524820440127293	29.45110817264357	30.031550287807065	30.072261650770855	30.06739661927132	30.10412336235057	30.527333522041225	30.50114565233695	30.486949361348472	30.499260683872173	30.825726973260387	30.85563711146009	30.76863392649763	30.80149998885031	31.112648194973474	31.13049728464346	31.141737537336134	31.089543469199775
P0A6N4	26.15337506037092	26.10530276081997	25.89517470329507	25.953017014626262	26.83115547844044	26.653156625194704	26.68660079031858	26.616912781907335	26.968232705086766	26.86993698687633	26.96630289736275	27.249988951254654	27.31757491829441	27.25109159900857	27.229415221459504	27.575122436268668	27.597834036932053	27.754828764449	27.61572434413713	27.860327650518695
P0A6P1	29.814643501394798	29.679442132137858	29.70254222729045	29.879757958196016	30.28100608363623	30.295608837201584	30.31823255533682	30.318548716383937	30.769563312735727	30.77097071016488	30.798772566249646	30.76950323321642	31.111174760475457	31.085909819419314	31.066371321314342	31.121044603714054	31.36751770025817	31.34526954531008	31.501812412587547	31.378573668358044
P0A6P7	NA	NA	23.967056594991	23.81899947855012	24.214124833686732	24.280419323348312	24.13379846576357	24.185769539376658	24.45755718125873	24.734639537949707	24.76669501652991	24.632162150674525	25.186383970674083	25.283949238859957	24.728306772056992	25.102347592942994	25.273902353208197	25.289373636550568	25.26136236101058	25.46923657143568
