a1	a2	a3	a4	b1	b2	b3	b4	c1	c2	c3	c4	d1	d2	d3	d4	e1	e2	e3	e4	Student's T-test Significant b_a	Student's T-test Significant c_a	Student's T-test Significant d_a	Student's T-test Significant e_a	Student's T-test Significant c_b	Student's T-test Significant d_b	Student's T-test Significant e_b	Student's T-test Significant d_c	Student's T-test Significant e_c	Student's T-test Significant e_d	Student's T-test significant	Student's T-test p-value b_a	Student's T-test q-value b_a	Student's T-test Difference b_a	Student's T-test Test statistic b_a	Student's T-test p-value c_a	Student's T-test q-value c_a	Student's T-test Difference c_a	Student's T-test Test statistic c_a	Student's T-test p-value d_a	Student's T-test q-value d_a	Student's T-test Difference d_a	Student's T-test Test statistic d_a	Student's T-test p-value e_a	Student's T-test q-value e_a	Student's T-test Difference e_a	Student's T-test Test statistic e_a	Student's T-test p-value c_b	Student's T-test q-value c_b	Student's T-test Difference c_b	Student's T-test Test statistic c_b	Student's T-test p-value d_b	Student's T-test q-value d_b	Student's T-test Difference d_b	Student's T-test Test statistic d_b	Student's T-test p-value e_b	Student's T-test q-value e_b	Student's T-test Difference e_b	Student's T-test Test statistic e_b	Student's T-test p-value d_c	Student's T-test q-value d_c	Student's T-test Difference d_c	Student's T-test Test statistic d_c	Student's T-test p-value e_c	Student's T-test q-value e_c	Student's T-test Difference e_c	Student's T-test Test statistic e_c	Student's T-test p-value e_d	Student's T-test q-value e_d	Student's T-test Difference e_d	Student's T-test Test statistic e_d	protein
#!{Type}E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	C	C	C	C	C	C	C	C	C	C	C	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	T
#!{C:Group1}a	a	a	a	b	b	b	b	c	c	c	c	d	d	d	d	e	e	e	e																																																				
27.19769	27.20892	27.0891	26.46928	26.4197	27.02213	26.99871	26.79125	26.90415	26.95683	26.97438	26.79421	26.90599	27.22046	26.98101	26.86824	27.05669	26.99484	27.18701	26.87542												0.445603781573281	0.83719109947644	-0.183300018310547	-0.816141080991314	0.658936446895156	0.840532028469751	-0.083857536315918	-0.464101125571139	0.989379985495393	1	0.00267791748046875	0.0138744481585057	0.849228746045817	0.893046823956443	0.0372419357299805	0.198473592973963	0.519022963476071	0.868126126126126	0.0994424819946289	0.684818385716812	0.29000246238137	0.72888219663419	0.185977935791016	1.16030364787312	0.201517966594712	0.549509359605911	0.220541954040527	1.43417237552557	0.367766042720266	0.824998487140696	0.0865354537963867	0.973795276996642	0.164536428876812	0.504823136818687	0.121099472045898	1.58288220068292	0.746886254956734	0.93224907824662	0.0345640182495117	0.337985556011908	Q9Y5L4
27.05028	26.92678	26.94368	26.93229	26.90055	26.8602	27.09592	27.11013	26.84694	26.91979	26.85246	27.09649	26.96207	27.00248	27.06924	27.00602	26.88477	26.8741	27.08078	26.93961												0.703163880109887	0.900498474945534	0.028439998626709	0.399777053477189	0.617197522599525	0.824274894810659	-0.0343384742736816	-0.52685237891905	0.249854356380221	0.605438441098317	0.04669189453125	1.27378892507069	0.752235125572424	0.844574576938213	-0.0184435844421387	-0.330531677690139	0.498569990688846	0.860552125800815	-0.0627784729003906	-0.72005265652937	0.798912262521088	0.908503260452628	0.018251895904541	0.266314875493445	0.58112718938962	0.810675916749257	-0.0468835830688477	-0.583000847731417	0.241253356457643	0.732079084287201	0.0810303688049316	1.30016136549044	0.83958407091722	0.924049689440994	0.015894889831543	0.211384815506477	0.260536708154151	0.722141491395794	-0.0651354789733887	-1.24212736350065	Q9Y5M8
23.68451	NaN	23.58963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.68845	23.64618	NaN	NaN	NaN	NaN												1	0.920393132030787	NaN	0	1	0.925488014205386	NaN	0	0.619242277219237	0.822639698965193	0.0302448272705078	0.582337393908307	1	0.91860162601626	NaN	0	1.0000001	1	0	0	1	0.92661214953271	NaN	0	1.0000001	1	0	0	1	0.930225360400118	NaN	0	1.0000001	1	0	0	1	0.933641895845524	NaN	0	Q9Y5P6
23.97225	NaN	23.76099	24.32289	NaN	24.09419	23.90932	23.82528	23.60462	23.5113	23.59886	24.37081	NaN	NaN	24.11934	24.34906	NaN	NaN	NaN	NaN												0.69864606642299	0.89970902716915	-0.075782140096031	-0.416169308479341	0.408823024719955	0.721252217997465	-0.247316519419353	-0.901133451814173	0.414699660774861	0.723445072190835	0.215488751729328	0.94425754019631	1	0.918334978229318	NaN	0	0.518113520764788	0.868903444381705	-0.171534379323322	-0.694841188588683	0.117296078340837	0.480269340974212	0.291270891825359	2.180481291582	1	0.922951580168165	NaN	0	0.209162180910726	0.704797235023041	0.462805271148682	1.4952844023254	1	0.9285719288007	NaN	0	1	0.933368821292776	NaN	0	Q9Y5S1
26.43759	25.98973	26.48183	26.42843	26.01442	26.28718	26.18005	26.10523	26.05712	26.10383	26.34169	26.29379	26.08812	26.13751	26.29938	26.2732	26.35687	26.13151	26.17288	26.24336												0.196340097063938	0.698628140703518	-0.187672138214111	-1.45337995205522	0.354821633474793	0.689075842696629	-0.135287761688232	-1.00245896729717	0.327053117237194	0.662501828822239	-0.134840488433838	-1.06689952272148	0.421801388780005	0.660423208191126	-0.108236312866211	-0.861991585910556	0.584350137013246	0.884440832910107	0.0523843765258789	0.577903158371947	0.51987134664913	0.83872018089316	0.0528316497802734	0.683376836022071	0.335971903276868	0.683851311953353	0.0794358253479004	1.0457338746912	0.996050811226302	0.992495899053628	0.000447273254394531	0.00515922531200432	0.762407715625933	0.89593799682035	0.0270514488220215	0.316413168891154	0.7215076637852	0.928829868476877	0.026604175567627	0.373655654016836	Q9Y5S9
NaN	NaN	NaN	NaN	23.62668	24.22928	23.89825	24.12998	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN												1	0.920120745782776	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.933805842431396	NaN	0	1	0.926341605839416	NaN	0	1	0.922684057971014	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	Q9Y5T4
NaN	NaN	NaN	NaN	24.89525	24.80603	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN												1	0.919848520710059	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.933530383480826	NaN	0	1	0.926071220081728	NaN	0	1	0.922416690814257	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	Q9Y5U2
26.98807	26.8975	27.03649	26.629	27.08556	26.89793	26.90031	26.75693	26.99021	27.1325	26.91471	26.72171	26.84435	27.05921	26.98002	26.75966	26.808	26.84352	27.05158	26.76059												0.849542999679235	0.952023871689668	0.0224161148071289	0.198053562764214	0.691488286103887	0.842806451612903	0.0520148277282715	0.416564684706249	0.845181872436278	0.915493104733507	0.0230450630187988	0.20388628852723	0.850899557039099	0.894366340224882	-0.0218415260314941	-0.196240856911496	0.79492235978281	0.951241891363814	0.0295987129211426	0.271750679490915	0.994938513265378	0.997261158594492	0.000628948211669922	0.00661235479711915	0.651176629134288	0.835869565217391	-0.044257640838623	-0.47560517873636	0.798875255033386	0.954885017421603	-0.0289697647094727	-0.266365252183474	0.515689704765867	0.789502964959569	-0.0738563537597656	-0.690497152922828	0.64599170108376	0.905602982292637	-0.044886589050293	-0.483331447529093	Q9Y5X1
25.14766	25.03765	25.42495	25.59895	25.35501	25.12942	25.45968	25.44301	25.37597	25.32912	25.38775	25.30045	25.34108	25.23488	25.50769	25.28442	25.36901	25.11255	25.42413	25.46814												0.775337537293055	0.925135961383749	0.0444788932800293	0.2985713416327	0.734920102717967	0.862656351791531	0.0460219383239746	0.354739848658881	0.787936051360219	0.889440377804014	0.0397171974182129	0.281291212193186	0.794094363708409	0.864440060698027	0.0411601066589355	0.272879887570452	0.98499036946462	0.989333333333333	0.00154304504394531	0.0196099654049007	0.962215669237266	0.974567164179104	-0.00476169586181641	-0.0493846493324768	0.976920927089695	0.984315416800773	-0.00331878662109375	-0.0301557056752883	0.923217773691337	0.980838534599729	-0.00630474090576172	-0.100504836961605	0.954734461920451	0.978593852190975	-0.00486183166503906	-0.059174910631352	0.988874887683156	0.98554164057608	0.00144290924072266	0.0145343828573691	Q9Y5X2
26.90413	26.66484	26.78516	26.76743	26.51876	26.60904	26.81657	26.90409	26.79572	26.81537	26.76845	26.83743	26.66388	26.52911	26.84911	26.63099	26.69885	26.66868	26.76939	26.86309												0.527816661901651	0.858612703766161	-0.0682744979858398	-0.669950090917233	0.657637357570766	0.840438698172091	0.0238509178161621	0.466022188556799	0.224640375715792	0.57189138576779	-0.112116813659668	-1.35356501422022	0.658304796108868	0.802137812230835	-0.0303902626037598	-0.465034954622041	0.348131030456587	0.794251759186865	0.092125415802002	1.01760238590705	0.707818404785796	0.88135613510047	-0.0438423156738281	-0.393120408173559	0.715788400100997	0.847844048112816	0.0378842353820801	0.381767792618235	0.0937980333211976	0.474868965517241	-0.13596773147583	-1.98936894335763	0.279355670978712	0.627078175895766	-0.0542411804199219	-1.18900569962681	0.343677862050107	0.793998418972332	0.0817265510559082	1.02781172293041	Q9Y5X3
