LFQ intensity 11_pTa	LFQ intensity 12_pT2+	LFQ intensity 15_pT2+	LFQ intensity 16_pTa	LFQ intensity 17_pT2+	LFQ intensity 19_pTa	LFQ intensity 3_pTa	LFQ intensity 9_pT2+	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Welch's T-test Significant pTa_pT2+	C: Welch's T-test significant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	N: Welch's T-test p-value pTa_pT2+	N: Welch's T-test q-value pTa_pT2+	N: Welch's T-test Difference pTa_pT2+	N: Welch's T-test Test statistic pTa_pT2+
25.393	24.8853	25.4434	25.2817	25.7812	25.0028	24.8334	25.6128						22	22	21	38.6	38.6	37.5	76.149	0	157.35	361470000	269	0.247906	0.800442	-0.302895	-1.30147
26.5176	26.0284	26.1839	26.4764	26.4643	26.1345	26.0131	26.6632						14	14	14	54.2	54.2	54.2	23.742	0	159.14	717170000	514	0.80213	0.9586	-0.0495362	-0.262121
21.781	23.0207	24.0199	21.8078	21.5476	20.5022	20.6077	22.2172						11	11	11	32.9	32.9	32.9	53.165	0	56.971	44050000	57	0.0609081	0.708821	-1.52665	-2.37743
25.5633	25.0811	25.1755	25.3997	25.545	24.6935	24.8501	25.443						17	17	17	74.1	74.1	74.1	26.688	0	193.06	336150000	403	0.474642	0.885244	-0.184517	-0.779314
25.2356	24.3445	25.3473	25.0831	25.6371	24.8949	24.5711	25.086						17	17	17	47.7	47.7	47.7	47.716	0	130.23	310730000	299	0.637173	0.911987	-0.157511	-0.505232
27.5374	26.3418	27.3928	27.3567	27.6712	26.7475	27.5568	26.8482						15	15	14	66.9	66.9	62.7	18.502	0	323.31	1395000000	652	0.529949	0.884015	0.236134	0.673354
18.9421	19.93	21.1406	20.8777	21.74	19.9668	19.4107	19.507						5	5	5	9.8	9.8	9.8	69.15	0	11.451	13346000	14	0.287394	0.81156	-0.780077	-1.17262
20.816	20.4385	20.6244	22.4787	21.9986	19.596	20.5101	22.0734						6	6	6	6.9	6.9	6.9	137.92	0	25.742	23939000	16	0.582819	0.89736	-0.433532	-0.583445
22.9141	19.8267	22.9123	23.5651	23.7064	22.7747	23.4998	22.8555						4	4	4	34.7	34.7	34.7	24.763	0	82.894	76983000	54	0.391665	0.876436	0.863246	0.982634
23.4796	19.9581	22.4407	23.1033	23.4763	20.2554	23.2058	23.2259						7	7	7	31.6	31.6	31.6	28.908	0	28.973	70142000	55	0.837871	0.982136	0.235752	0.213715
21.5419	26.7939	24.4748	20.1533	20.1656	20.0131	20.1701	24.708						39	39	39	23.1	23.1	23.1	240.85	0	151.46	168540000	140	0.0792407	0.767919	-3.56596	-2.4816
21.7869	22.7749	22.7826	19.0014	20.0074	19.3199	24.0365	22.3194						8	3	3	62.2	23.8	23.8	19.827	0	48.728	44268000	36	0.521694	0.880776	-0.934937	-0.69154
19.9938	21.2954	21.2322	20.0845	21.8829	20.6271	19.8477	21.1048						7	7	7	10.8	10.8	10.8	90.98	0	13.542	15415000	22	0.00218276	0.222	-1.24055	-5.11856
21.8866	22.3458	22.9392	20.5418	21.5761	21.862	21.7249	20.7652						6	6	6	29.5	29.5	29.5	34.258	0	17.9	29532000	15	0.51078	0.88497	-0.402752	-0.704633
21.4801	19.7674	20.1764	21.9626	18.451	19.0884	22.3175	21.5157						5	5	5	19.5	19.5	19.5	33.178	0	26.361	20937000	14	0.24843	0.798863	1.23451	1.28087
24.3815	23.2336	23.4918	23.5839	23.3396	23.782	24.1825	23.3533						7	7	7	53.8	53.8	53.8	14.515	0	33.723	129960000	118	0.0361252	0.684372	0.627899	3.30965
20.9316	20.9649	20.5974	21.1057	22.5034	19.9218	20.8546	22.3335						7	7	7	24.1	24.1	24.1	38.044	0	21.058	23745000	21	0.167092	0.769455	-0.896379	-1.63419
26.9496	26.4527	26.1588	27.1238	26.9507	25.8978	26.52	27.2283						21	21	21	44.1	44.1	44.1	59.75	0	323.31	985510000	691	0.843959	0.981256	-0.0748582	-0.205661
23.8137	22.1477	22.7302	23.6852	23.1866	20.199	22.2557	22.1861						8	8	8	39.2	39.2	39.2	29.555	0	28.352	69645000	46	0.937085	0.987352	-0.0742455	-0.0847224
21.7607	22.2413	21.7329	22.1183	21.7245	20.4111	21.8316	21.2264						5	5	5	31.2	31.2	31.2	25.898	0	29.442	29513000	28	0.664257	0.924219	-0.200836	-0.463062
23.2879	22.6839	22.7032	22.6896	22.836	20.6402	22.6482	22.6722						5	5	5	21.6	21.6	21.6	28.433	0	29.707	58315000	50	0.531881	0.88343	-0.407346	-0.703776
23.1452	22.2593	23.0687	23.26	23.0966	22.0409	23.1874	22.5709						9	9	9	36.8	36.8	36.8	29.483	0	32.892	70209000	76	0.670035	0.925393	0.159482	0.450391
26.7389	25.5845	24.75	26.0135	24.5814	27.3262	28.2322	25.2318						7	7	7	91.6	91.6	91.6	10.4	0	130.98	695490000	491	0.0148149	0.5502	2.04079	3.90978
24.7149	25.7741	25.7716	23.8806	23.2344	22.0489	23.6138	23.9184						27	19	18	43	33.4	31	67.819	0	121.27	203960000	131	0.243092	0.803822	-1.11009	-1.2977
21.7183	21.9192	22.1738	21.9718	22.266	20.2383	20.9017	21.8333						7	7	7	23	23	23	54.416	0	19.555	30506000	18	0.121098	0.755929	-0.840521	-2.05679
22.7104	21.0164	21.5037	23.321	22.6653	22.1708	22.7685	22.6447						8	1	1	9.9	1.9	1.9	105.31	0	16.162	51336000	27	0.163651	0.763561	0.785131	1.64667
22.9413	22.4226	23.0282	22.8543	22.7898	22.1396	21.9687	22.0141						5	5	5	15.4	15.4	15.4	53.5	0	18.925	55041000	64	0.800219	0.957456	-0.0877447	-0.26467
24.5499	24.7961	24.697	24.8976	24.9059	24.0304	23.7411	24.724						7	7	7	34.1	34.1	34.1	24.261	0	85.21	217850000	175	0.162498	0.765795	-0.475985	-1.80917
19.9291	21.5446	19.3634	20.9211	21.9238	20.5554	21.342	20.2806						6	6	6	13.7	13.7	13.7	46.319	0	18.023	18894000	15	0.896095	0.98265	-0.0911984	-0.138213
26.7468	23.6091	26.3881	26.175	21.4526	27.4417	27.9063	23.3629						6	6	6	45.5	45.5	45.5	11.728	0	43.093	672410000	249	0.0384769	0.687652	3.36423	3.09904
23.9419	24.8056	24.621	23.9798	25.1197	23.1685	24.439	23.872						7	6	6	29.2	23.4	23.4	24.033	0	45.062	187370000	110	0.101401	0.752145	-0.722265	-1.93316
25.4896	24.7843	25.288	25.65	25.6834	25.0224	24.3832	25.1565						14	14	13	44.6	44.6	43.1	57.221	0	147.25	342090000	248	0.797391	0.957827	-0.0917315	-0.270312
20.8201	21.3201	21.4373	20.9166	21.4372	20.8464	21.0571	20.6135						7	7	7	10.1	10.1	10.1	83.434	0	28.295	18443000	30	0.238855	0.804741	-0.291951	-1.42357
23.1483	23.1731	24.3623	24.1484	23.2886	21.2723	22.8426	23.5151						20	20	20	20.1	20.1	20.1	140.47	0	58.635	100240000	74	0.323297	0.832795	-0.731875	-1.11929
25.4492	26.0714	25.7167	25.7975	25.6381	25.0683	24.3055	24.8187						16	16	16	36.6	36.6	36.6	50.118	0	141.42	386910000	340	0.367236	0.841724	-0.406105	-0.977705
23.1603	23.5312	22.4104	21.3473	22.1681	22.1971	22.1632	22.4518						9	9	9	41.3	41.3	41.3	31.73	0	49.287	49775000	38	0.41215	0.890316	-0.423385	-0.883669
25.6264	26.4367	27.0582	26.5328	26.1709	25.6226	26.1942	26.0155						18	15	13	53.5	47.3	43.7	27.764	0	207.64	676670000	316	0.232492	0.810426	-0.426316	-1.32799
20.9384	27.0727	19.7264	24.9359	23.7947	21.9897	20.5997	25.0327						11	11	9	79.2	79.2	74.5	16.891	0	191.15	234170000	125	0.373364	0.852936	-1.79069	-0.975549
22.9395	22.4872	19.0877	22.0892	23.3052	19.6412	22.0677	21.408						7	7	7	37.9	37.9	37.9	24.604	0	30.206	45588000	33	0.926048	0.988763	0.112395	0.0970317
24.399	23.6816	23.8623	23.7693	24.8641	19.991	23.6952	23.7829						14	14	14	56.9	56.9	56.9	35.554	0	95.95	146900000	111	0.364863	0.840159	-1.08407	-1.0421
20.0544	20.4813	21.0008	20.2885	19.9942	19.6832	19.5467	20.0821						5	5	5	2.4	2.4	2.4	242.98	0	9.6088	8851000	13	0.137149	0.751066	-0.496404	-1.73773
26.6788	27.3184	26.8731	27.0803	26.7988	26.3379	26.3323	26.9392						18	18	18	69.5	69.5	69.5	48.141	0	246.89	1003200000	527	0.134709	0.756667	-0.375067	-1.77232
23.1585	20.2465	23.0368	22.8614	22.5597	20.1827	24.3817	23.1858						14	14	14	18	18	18	121	0	40.376	68885000	44	0.740531	0.946281	0.388884	0.347896
25.54	25.4223	25.247	25.5854	24.8419	24.6973	25.303	25.1944						23	23	23	38.5	38.5	38.5	67.567	0	142.16	343090000	319	0.677528	0.929322	0.105044	0.441737
23.7287	23.7612	23.7851	23.849	24.0115	23.8729	24.2145	23.8082						8	8	8	46.5	46.5	46.5	26.411	0	45.602	130560000	102	0.559534	0.894247	0.0747571	0.627838
21.6708	20.7176	21.5896	22.1237	21.7686	22.2827	22.0373	23.1507						6	6	6	31.8	31.8	31.8	29.204	0	15.857	37157000	35	0.694985	0.933462	0.222003	0.427062
21.6056	20.2949	21.2717	21.4439	21.0405	19.766	21.0938	21.3663						3	3	3	13	13	13	25.357	0	8.8389	19946000	12	0.974882	0.995802	-0.0160136	-0.0331526
22.6737	19.5573	21.6883	22.7418	23.0225	19.4831	20.5559	22.5871						8	8	8	30.8	30.8	30.8	28.48	0	49.783	39071000	50	0.764226	0.951007	-0.35017	-0.313927
20.6976	22.7991	20.7808	21.3501	22.5088	20.9421	21.611	20.3685						6	6	6	10.5	10.5	10.5	75.475	0	20.098	25496000	31	0.513381	0.878734	-0.464073	-0.72248
22.1677	20.2324	22.1455	22.2183	19.9384	18.7118	18.88	21.7388						11	11	11	20.1	20.1	20.1	79.467	0	19.699	24726000	16	0.664349	0.923411	-0.519343	-0.462526
21.1939	20.7119	21.407	21.3513	21.2933	22.0439	21.0517	21.5224						6	6	6	20	20	20	41.389	0	12.747	22431000	18	0.558236	0.893748	0.176549	0.621095
19.5052	23.6206	20.3752	20.1086	20.0482	19.9146	21.9726	20.074						7	7	7	29.5	29.5	29.5	24.01	0	21.757	20429000	26	0.551069	0.890925	-0.654253	-0.638238
23.3676	24.3625	24.0768	22.4173	23.4212	22.9051	23.7203	23.1254						17	17	17	42.8	42.8	42.8	56.166	0	84.883	98985000	96	0.160442	0.778026	-0.64392	-1.60127
21.3196	21.131	20.2798	25.1955	20.3741	22.8907	25.598	19.9916						4	4	4	27.6	27.6	27.6	11.117	0	11.531	95118000	51	0.0424862	0.671925	3.3068	3.19453
19.6756	18.902	21.9571	23.9145	19.2351	22.0258	19.7517	21.8603						6	6	6	40.6	40.6	40.6	15.693	0	23.431	30942000	29	0.539214	0.885885	0.853321	0.652584
25.8704	26.5014	25.7913	26.3086	26.033	26.2391	25.565	25.1129						24	24	24	47.2	47.2	47.2	67.877	0	178.77	544570000	503	0.703305	0.93906	0.136105	0.403908
22.5321	20.2437	22.6237	21.7121	20.8751	21.7046	23.4551	22.2739						12	12	12	14.7	14.7	14.7	97.55	0	45.829	39470000	40	0.276678	0.801905	0.846878	1.20689
23.6388	23.7162	24.0395	24.1053	23.7131	22.8845	23.2419	23.5171						8	8	8	38.1	38.1	38.1	31.121	0	123.01	116560000	121	0.381752	0.86776	-0.278869	-0.982152
25.4891	25.7871	24.2577	25.2476	24.9678	26.3253	25.9331	25.165						9	9	9	38.6	38.6	38.6	31.554	0	117.36	347940000	221	0.128705	0.762889	0.704354	1.78147
23.8458	22.0477	22.1142	23.1068	24.8792	22.3997	24.0259	23.8444						14	14	14	33.6	33.6	33.6	61.719	0	99.08	118260000	126	0.88205	0.983696	0.123163	0.156789
23.6219	22.7654	23.4565	23.7481	24.2364	24.927	24.3653	23.1869						9	9	9	40.6	40.6	40.6	28.993	0	72.643	119770000	156	0.131508	0.762573	0.754203	1.74569
25.3192	25.1481	25.0905	25.9921	26.2142	25.8661	25.457	25.5005						16	16	16	74.1	74.1	74.1	25.035	0	164.74	452120000	385	0.599796	0.901365	0.170289	0.559608
22.3011	20.4081	20.5734	21.119	20.7292	20.944	21.2667	21.3507						3	3	3	16.8	16.8	16.8	28.17	0	13.23	18254000	14	0.138354	0.754242	0.642391	1.74576
23.0871	23.8795	23.8025	22.43	22.6997	25.3808	23.7538	23.5382						6	6	6	51.9	51.9	51.9	22.119	0	57.945	100150000	119	0.803418	0.959935	0.182917	0.265711
25.1759	24.9236	24.8514	24.8403	24.8995	25.3286	26.2288	24.8284						10	10	10	56.1	56.1	56.1	22.086	0	89.062	320820000	257	0.179067	0.783023	0.517704	1.74105
23.0851	20.0447	22.0917	21.5219	21.9087	21.7901	22.4326	21.8141						5	5	5	50	50	50	12.712	0	35.949	38247000	49	0.259747	0.799408	0.742641	1.25623
24.735	24.7366	23.7338	24.42	23.3764	24.1759	24.9324	24.2332						8	8	8	43	43	43	27.692	0	78.443	175670000	152	0.173083	0.779952	0.545841	1.60296
22.9757	22.7662	21.8652	22.7151	22.3758	21.8987	23.2919	23.002						2	2	2	13.7	13.7	13.7	17.49	0	17.545	57065000	35	0.595267	0.899245	0.218058	0.561753
24.8733	24.2919	24.304	24.865	25.0792	23.5458	23.7553	24.0405						6	6	6	54.5	54.5	54.5	17.818	0	147.95	197310000	172	0.703505	0.938162	-0.169089	-0.402765
24.3378	22.8128	23.9337	24.5647	24.3719	24.1027	24.1185	23.6551						11	11	11	52.1	52.1	52.1	31.387	0	69.659	156160000	145	0.1716	0.778764	0.587513	1.69783
21.2567	23.4211	23.0175	23.0714	22.8794	23.5505	23.5092	21.5128						7	7	7	46.4	46.4	46.4	22.222	0	49.283	64236000	73	0.845314	0.981443	0.139252	0.204303
26.214	24.6223	26.7204	26.0494	26.0199	26.7656	26.2583	24.6863						10	10	10	79.1	79.1	79.1	21.057	0	257.42	538200000	406	0.216136	0.809077	0.809603	1.50377
27.3649	27.4049	27.5837	27.7252	27.0469	27.715	27.4425	27.6535						29	29	29	60	60	60	56.782	0	272.96	1557800000	857	0.432079	0.883937	0.139638	0.849897
24.7684	24.4916	24.1165	24.6927	24.8111	24.5824	24.628	24.8899						24	24	24	54.3	54.3	54.3	65.308	0	103.76	223920000	164	0.647485	0.916926	0.0905919	0.501446
20.5936	21.2414	21.3365	20.9206	21.1743	19.4532	20.4042	19.3979						5	5	5	14.9	14.9	14.9	56.806	0	18.185	15202000	9	0.462304	0.886678	-0.444644	-0.792266
21.9989	22.3725	23.5997	20.7633	21.3504	19.8451	21.0677	21.3306						10	5	0	38.9	18.9	0	41.054	0	82.822	33301000	48	0.126084	0.755348	-1.24456	-1.78599
20.2763	19.9184	20.2717	20.4297	19.606	19.8831	18.5237	20.1041						2	2	2	4.1	4.1	4.1	54.889	0.00051894	4.8689	6599500	11	0.690637	0.931857	-0.196851	-0.431157
24.6411	24.4209	23.8645	24.2994	23.9398	24.7483	26.4	23.6176						10	10	10	55.1	55.1	55.1	21.676	0	104.36	228900000	154	0.104631	0.771457	1.06152	2.13009
21.6997	22.2863	22.5443	21.6369	19.6137	22.7076	21.8434	21.6059						9	9	8	28.2	28.2	25.6	42.741	0	31.451	30486000	18	0.553551	0.890418	0.459305	0.648394
22.683	18.9139	21.7115	22.892	21.05	22.213	20.9443	22.1371						8	8	8	16.9	16.9	16.9	72.691	0	52.65	35394000	24	0.202665	0.792637	1.22995	1.46723
21.6886	23.8183	23.3914	22.2573	20.0693	20.0796	19.5676	22.6826						9	9	9	19.1	19.1	19.1	51.026	0	45.065	48149000	55	0.185854	0.79091	-1.59214	-1.50743
21.4096	22.6516	21.6118	21.6636	20.9989	20.0165	21.2878	20.3798						16	7	7	43.2	21.7	21.7	50.582	0	18.999	21295000	24	0.622974	0.90694	-0.316128	-0.520004
22.3964	19.2901	22.1652	22.0771	21.6474	20.1699	21.8147	21.3806						4	4	4	13.2	13.2	13.2	43.66	0	16.277	28467000	25	0.562508	0.892659	0.49371	0.614761
24.4777	23.1568	23.4189	23.8146	23.346	23.2389	23.4391	23.3468						14	14	13	38.1	38.1	36.7	52.645	0	51.399	110840000	68	0.216761	0.806917	0.425461	1.52901
24.274	22.3089	23.6091	24.3703	24.6107	24.3083	24.2884	23.5235						24	24	24	49.8	49.8	49.8	64.615	0	82.3	152570000	114	0.189206	0.794212	0.797186	1.69018
23.224	21.5479	23.5863	22.5352	21.8812	22.5099	21.9752	22.1879						6	5	5	20.2	17.9	17.9	36.926	0	29.03	54586000	47	0.636398	0.911952	0.260244	0.504415
26.2263	25.3003	25.8142	25.9465	25.6757	24.7666	24.788	25.1264						12	12	3	31.6	31.6	9.6	49.229	0	140.58	419780000	222	0.914569	0.982146	-0.0473142	-0.114182
25.7109	26.504	26.373	26.5538	26.2545	26.5132	26.2726	25.626						14	9	8	56.5	46.3	42.7	28.082	0	207.68	635240000	233	0.798788	0.957389	0.0732384	0.266484
26.0154	26.3454	24.226	25.0548	27.0808	25.7145	25.51	26.2295						18	15	15	59.3	52	52	27.774	0	246.54	571220000	306	0.574043	0.896737	-0.396748	-0.616361
24.8082	25.3447	25.2313	25.1877	25.7164	25.3999	26.4493	25.515						27	27	27	48.1	48.1	48.1	62.639	0	181.71	402010000	246	0.980833	0.998063	0.00945187	0.0257619
27.0649	28.4668	27.4089	28.3772	27.7403	28.0565	28.7203	27.573						9	9	9	86.7	86.7	86.7	11.74	0	198.86	2213100000	550	0.571291	0.893032	0.257461	0.604138
26.4827	25.7371	26.1511	25.9485	25.7689	26.7857	26.2875	25.8406						12	11	11	70.2	64.6	64.6	21.892	0	99.217	557840000	312	0.0575994	0.715389	0.50165	2.51479
19.9601	22.5314	22.0657	22.1626	21.2558	19.7949	21.0421	18.7253						6	6	4	11	11	6.3	67.208	0	17.577	22109000	22	0.704959	0.936681	-0.404616	-0.400417
23.161	23.8104	23.4255	23.8508	23.4974	22.4074	22.8805	23.6213						7	7	7	47.4	47.4	47.4	21.863	0	66.685	98082000	112	0.187301	0.789077	-0.513708	-1.63963
22.5879	23.2874	22.8841	22.9649	23.338	23.3687	22.3558	22.3334						21	21	15	26.7	26.7	19.2	109.68	0	103.71	69229000	57	0.675426	0.928625	-0.141408	-0.439927
20.0339	24.2353	21.393	25.3134	20.8573	23.094	23.1059	20.5363						10	10	10	39.5	39.5	39.5	37.191	0	88.634	91315000	39	0.44395	0.881539	1.13131	0.822676
24.9223	19.1466	24.7893	19.4153	24.6675	19.0409	24.9767	24.5412						6	6	6	10.8	10.8	10.8	82.285	0	10.338	175230000	12	0.599053	0.902303	-1.19731	-0.555814
21.7329	21.9454	22.7369	23.7899	23.9705	21.496	21.4878	21.0712						13	13	12	29	29	26.2	55.992	0	88.191	61154000	62	0.726725	0.944425	-0.304324	-0.366449
24.7194	22.5013	24.6434	25.5651	25.2587	21.8923	25.3104	24.4742						24	23	22	40.7	39	37.1	94.33	0	181.98	246370000	221	0.888246	0.981307	0.152427	0.147295
22.754	20.7905	21.3331	21.0559	18.685	19.1456	21.9242	19.1162						3	3	3	20.7	20.7	20.7	15.046	0	21.607	27537000	29	0.264852	0.805915	1.23872	1.2341
25.6068	25.3155	24.5419	25.7125	25.4972	25.6	25.6358	25.7968						36	36	29	55.1	55.1	46.7	100.07	0	239.21	387970000	347	0.281518	0.805585	0.350954	1.30485
23.5564	22.4791	21.9398	23.582	22.7201	23.3847	22.4731	24.3762						19	14	14	27.8	20.7	20.7	85.496	0	94.867	86573000	88	0.55944	0.89504	0.370234	0.630734
24.9664	24.0717	24.3495	25.0934	25.6413	24.2445	24.8789	24.9698						13	13	13	63.2	63.2	63.2	29.804	0	86.146	275570000	227	0.928322	0.987604	0.037704	0.094967
20.6462	22.7577	21.8867	21.9634	20.4306	19.5796	21.4758	21.6364						17	7	7	28.3	15.1	15.1	68.563	0	18.73	26491000	34	0.324444	0.831006	-0.761607	-1.07384
23.7458	23.7503	23.7191	23.9115	23.4842	23.0286	20.4316	23.8606						2	2	2	18.8	18.8	18.8	14.787	0	38.144	101910000	65	0.33509	0.829988	-0.924168	-1.14155
21.2515	22.8175	21.913	23.6297	21.6093	21.0582	21.0443	21.0864						13	12	12	30.3	29.2	29.2	62.064	0	49.983	40076000	35	0.885195	0.983006	-0.11065	-0.152239
23.564	24.7248	25.183	20.641	20.5338	19.2161	25.5062	23.75						30	30	30	12.4	12.4	12.4	312.24	0	125.24	146480000	132	0.485942	0.891404	-1.31609	-0.746427
21.9809	20.8022	19.8356	23.1013	22.1512	20.3333	22.2997	19.6824						6	6	6	4.6	4.6	4.6	174.76	0	11.037	26816000	6	0.158044	0.777054	1.31093	1.61233
28.9932	28.8783	29.2518	28.4645	28.0659	28.1618	28.8367	28.8542						109	109	90	55.8	55.8	45.8	226.53	0	323.31	3756800000	2532	0.652007	0.921209	-0.148498	-0.47626
19.6117	20.7168	22.8852	20.9831	21.4414	20.8509	20.651	19.6325						32	11	11	19	7.5	7.5	229	0	34.976	18619000	20	0.436254	0.878271	-0.644813	-0.859706
23.1391	23.6984	23.4294	23.877	23.1071	22.4011	22.7141	22.6911						17	17	17	23.6	23.6	23.6	102.49	0	46.193	84168000	50	0.627715	0.906979	-0.198658	-0.514485
20.7848	19.4499	20.9117	20.8781	20.3709	19.0461	21.1987	21.1984						4	4	4	6.8	6.8	6.8	80.954	0	7.0119	11965000	7	0.9929	1	-0.00575495	-0.0092958
24.6021	23.8321	23.9331	24.2825	24.5929	24.1438	24.3855	24.7605						9	9	7	21.9	21.9	21.9	53.425	0	88.129	183620000	194	0.783998	0.953456	0.0738411	0.29312
22.7952	22.798	22.905	22.2601	23.552	19.0764	20.6585	19.7581						7	7	7	20.5	20.5	20.5	42.674	0	39.474	47336000	52	0.410593	0.887873	-1.05573	-0.884253
25.4961	28.5255	26.1788	22.798	21.1006	19.698	26.1441	24.947						88	76	70	47.9	41.6	38.1	227.34	0	323.31	608200000	459	0.468438	0.887572	-1.65396	-0.77394
25.1216	20.8925	25.867	24.6491	19.0383	20.7223	26.5291	23.3615						22	18	17	53.3	48.8	47.2	48.486	0	126.15	245070000	157	0.350521	0.837301	1.96572	1.01478
20.8343	21.8597	21.6441	21.042	19.8877	20.2945	21.7355	20.3595						12	5	5	17.5	8.5	8.5	65.432	0	16.684	15866000	9	0.948009	0.988088	0.0388317	0.0685423
20.5545	19.9561	18.9247	20.162	19.9317	20.9647	20.4488	19.6855						4	4	4	15.4	15.4	15.4	34.36	0	17.719	6304500	8	0.0246854	0.697517	0.90801	3.10034
21.5924	23.1639	22.0202	22.38	22.2215	20.6976	22.1727	22.0034						11	11	11	30.3	30.3	30.3	48.633	0	30.329	40719000	40	0.222369	0.807827	-0.641554	-1.37574
24.0143	24.0318	23.2679	24.2929	24.1983	20.3153	23.5254	23.9263						10	10	10	41.9	41.9	41.9	32.996	0	75.187	129140000	110	0.443873	0.882604	-0.819104	-0.868339
25.1841	24.8299	24.9929	25.7191	25.8084	24.0287	23.1649	24.5663						18	18	18	41.9	41.9	41.9	47.697	0	105.07	300350000	281	0.451209	0.883725	-0.525189	-0.828916
20.262	20.6067	20.7994	21.094	21.6273	19.7949	20.6036	19.3506						7	7	7	7.2	7.2	7.2	106.49	0	21.795	14698000	14	0.784563	0.95323	-0.157385	-0.289022
20.7318	24.3422	22.6157	23.8708	22.3059	24.3494	24.0492	20.0617						20	20	20	44.5	44.5	44.5	61.448	0	81.74	84243000	99	0.479734	0.891616	0.918932	0.753449
24.3916	22.7696	20.7107	24.6585	24.905	23.4054	23.5943	20.8608						14	14	14	48.3	48.3	48.3	42.1	0	80.479	130730000	130	0.182295	0.783468	1.70093	1.65291
20.773	22.5281	24.1434	20.1926	20.0262	21.127	19.9495	21.3716						10	10	10	28.5	28.5	28.5	46.312	0	59.937	32097000	36	0.183325	0.784181	-1.5068	-1.64836
23.2557	22.0208	21.8345	23.0025	22.3367	22.1891	22.8574	22.7265						8	8	8	20.8	20.8	20.8	48.755	0	54.797	52329000	62	0.09507	0.729679	0.596561	1.98808
21.3815	19.796	21.3118	23.2437	20.2521	20.4955	22.7093	20.0117						8	8	8	24.5	24.5	24.5	42.785	0	29.895	25887000	21	0.0765727	0.766316	1.61462	2.27502
23.7265	23.161	23.8168	23.7504	24.0035	22.7806	23.247	24.3386						5	5	5	43.4	43.4	43.4	14.57	0	123.91	118710000	70	0.228168	0.800836	-0.453813	-1.34278
26.9082	26.1017	27.1146	26.945	25.4611	26.8459	27.2541	26.4086						16	16	16	84.4	84.4	84.4	22.391	0	323.31	910210000	522	0.125666	0.755797	0.716816	2.01784
25.6223	25.6419	25.4403	25.0974	24.8166	24.9822	25.2156	24.3643						15	15	15	41.2	41.2	41.2	37.54	0	119.85	317670000	204	0.638327	0.909914	0.163616	0.505072
24.1067	23.3301	22.7813	23.8929	23.7569	22.9326	24.0203	23.4166						11	11	11	47.1	47.1	47.1	27.843	0	44.79	110600000	95	0.26839	0.798592	0.416901	1.22993
23.8956	23.393	23.897	23.9253	24.2736	23.867	22.772	24.0428						8	8	8	19.4	19.4	19.4	42.331	0	98.591	124900000	112	0.432966	0.884056	-0.286603	-0.849366
21.1885	22.0642	21.7155	21.73	22.0228	20.4584	19.5241	21.7465						8	8	8	19.8	19.8	19.8	68.303	0	32.592	25426000	24	0.0909248	0.72016	-1.16202	-2.38994
25.8191	24.7813	25.4218	25.2488	26.2762	24.5999	25.3527	26.117						21	21	21	38	38	38	73.68	0	257.19	445850000	357	0.39353	0.875849	-0.393931	-0.925536
23.4817	23.1563	23.8403	23.36	24.1798	22.1442	22.5387	23.5191						16	13	13	38	31.9	31.9	46.871	0	59.401	99108000	101	0.094846	0.737984	-0.792707	-2.0322
23.9005	23.9901	23.7173	24.1592	24.4629	24.1904	23.8276	24.3675						8	8	8	37.9	37.9	37.9	16.06	0	78.407	151080000	164	0.583421	0.897307	-0.115036	-0.589699
25.2258	25.2532	24.885	25.343	25.2361	23.054	23.8279	24.3364						14	14	14	37.7	37.7	37.7	46.108	0	101.04	265570000	161	0.398147	0.877445	-0.565008	-0.948593
24.8817	19.966	22.5209	19.3653	19.4412	20.4435	19.9051	21.5073						12	12	12	9.9	9.9	9.9	141.72	0	69.696	47204000	46	0.849579	0.977483	0.290027	0.200338
24.8891	21.9717	24.0848	22.6697	20.8608	20.0928	23.0093	22.6193						11	11	11	8.6	8.6	8.6	178.19	0	77.69	83605000	75	0.822799	0.967189	0.281057	0.23531
24.2476	23.9631	24.3891	24.8456	24.7498	23.9906	24.2299	24.1702						12	12	12	28.1	28.1	28.1	50.8	0	58.077	204290000	132	0.96801	0.99264	0.0103645	0.0418161
24.7201	24.2736	24.5344	24.9698	25.415	23.7234	25.4204	25.1467						9	9	7	41.4	41.4	34.9	28.585	0	127.73	280840000	188	0.774767	0.955544	-0.133973	-0.300542
21.2301	20.0629	19.2322	19.6607	22.121	20.5208	20.8524	21.1213						7	7	7	25.8	25.8	25.8	42.592	0	17.15	17614000	14	0.927577	0.988555	-0.0683637	-0.0960064
25.0739	26.172	25.7825	24.3708	24.6296	23.8897	26.0979	25.0213						10	10	10	37.4	37.4	37.4	38.498	0	165.76	348900000	180	0.39895	0.873394	-0.543275	-0.91415
24.3903	24.3187	24.1152	24.8023	24.4709	24.2914	24.6681	24.8065						19	19	14	45.2	45.2	36.2	58.024	0	113.67	206970000	191	0.580036	0.897663	0.110204	0.586058
23.2953	23.3233	23.4347	24.0089	23.9996	22.8824	22.9129	23.6556						8	8	8	32	32	32	23.577	0	45.758	105360000	143	0.328107	0.828513	-0.328435	-1.08929
